Wavelength	 Refractive Index	
596.0	 1.7251052374722737	
597.0	 1.7250321841601053	
598.0	 1.7247576104388807	
599.0	 1.7245994157346562	
600.0	 1.7246934122793054	
601.0	 1.7245687808388703	
602.0	 1.7245879015093148	
603.0	 1.7244715010997218	
604.0	 1.724106015513902	
605.0	 1.724049482995289	
606.0	 1.7239054257257334	
607.0	 1.7237989843270145	
608.0	 1.7236844428569609	
609.0	 1.7235521676628411	
610.0	 1.7235114021792772	
611.0	 1.7233517561510487	
612.0	 1.7231452597658552	
613.0	 1.723133880474257	
614.0	 1.723152101283659	
615.0	 1.7229273714353386	
616.0	 1.722671277968714	
617.0	 1.7227581339841922	
618.0	 1.7226997647412194	
619.0	 1.7224618791949193	
620.0	 1.7222609173526486	
621.0	 1.7222441583794341	
622.0	 1.722300649767796	
623.0	 1.7222367564741543	
624.0	 1.722013085942149	
625.0	 1.7218498806256084	
626.0	 1.721928725726395	
627.0	 1.7217643292531117	
628.0	 1.7215639563343188	
629.0	 1.7215708009082409	
630.0	 1.7215802296367002	
631.0	 1.7214009397812056	
632.0	 1.721166459301172	
633.0	 1.7210271745509336	
634.0	 1.7209937146574863	
635.0	 1.7211518605062914	
636.0	 1.7209677288805296	
637.0	 1.720903322445357	
638.0	 1.7208438746773729	
639.0	 1.7205392851359678	
640.0	 1.7204915683651223	
641.0	 1.7203030703091091	
642.0	 1.720137829234826	
643.0	 1.720016810526043	
644.0	 1.7198988621676714	
645.0	 1.719936664770545	
646.0	 1.72001932596882	
647.0	 1.7198967658927262	
648.0	 1.7197072574733656	
649.0	 1.7197312959821123	
650.0	 1.7196691029858175	
651.0	 1.7195239583862072	
652.0	 1.7193249949519265	
653.0	 1.7193526003189694	
654.0	 1.719303190047114	
655.0	 1.7193207318214256	
656.0	 1.7192673374589211	
657.0	 1.7192007331317751	
658.0	 1.7190678701214734	
659.0	 1.7191178428600586	
660.0	 1.718842599455706	
661.0	 1.718629756638593	
662.0	 1.7186837199919238	
663.0	 1.718718250506654	
664.0	 1.7185286779432978	
665.0	 1.7183676170073228	
666.0	 1.7182930259239677	
667.0	 1.7184004729277067	
668.0	 1.7183942512948382	
669.0	 1.718020164068627	
670.0	 1.7180948309399091	
671.0	 1.7181582405851927	
672.0	 1.7179416502546383	
673.0	 1.7178446765917228	
674.0	 1.7177575587862317	
675.0	 1.717760775050035	
676.0	 1.7175579346572563	
677.0	 1.7175080792632595	
678.0	 1.7174180860101653	
679.0	 1.7173001192694626	
680.0	 1.7172529873820086	
681.0	 1.7170359206587413	
682.0	 1.717171938618139	
683.0	 1.7169215774937292	
684.0	 1.7168449269819568	
685.0	 1.7170519353894669	
